,drug_id,drug_name,drug_group,target_id,target_name,target_symbol,target_organ
13122,DB06948,2-ANILINO-6-CYCLOHEXYLMETHOXYPURINE,['experimental'],BE0003734,Cyclin-A2,CCNA2,Humans
13123,DB06948,2-ANILINO-6-CYCLOHEXYLMETHOXYPURINE,['experimental'],BE0001072,Cyclin-dependent kinase 2,CDK2,Humans
13126,DB06951,(3R)-3-ethyl-N-[(4-methylphenyl)sulfonyl]-L-aspartic acid,['experimental'],BE0003758,Chymotrypsin-like elastase family member 1,CELA1,Humans
13128,DB06953,2-CHLORO-5-(3-CHLORO-PHENYL)-6-[(4-CYANO-PHENYL)-(3-METHYL-3H-IMIDAZOL-4-YL)- METHOXYMETHYL]-NICOTINONITRILE,['experimental'],BE0002373,Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha,FNTA,Humans
13129,DB06953,2-CHLORO-5-(3-CHLORO-PHENYL)-6-[(4-CYANO-PHENYL)-(3-METHYL-3H-IMIDAZOL-4-YL)- METHOXYMETHYL]-NICOTINONITRILE,['experimental'],BE0002372,Protein farnesyltransferase subunit beta,FNTB,Humans
13130,DB06954,"2-(cycloheptylmethyl)-1,1-dioxido-1-benzothiophen-6-yl sulfamate",['experimental'],BE0000322,Carbonic anhydrase 2,CA2,Humans
13132,DB06956,"N-(4-ACETYLPHENYL)-5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-1H-PYRAZOLE-4-CARBOXAMIDE",['experimental'],BE0001120,Heat shock protein HSP 90-alpha,HSP90AA1,Humans
13133,DB06957,"4-CHLORO-6-(4-{4-[4-(METHYLSULFONYL)BENZYL]PIPERAZIN-1-YL}-1H-PYRAZOL-5-YL)BENZENE-1,3-DIOL",['experimental'],BE0001120,Heat shock protein HSP 90-alpha,HSP90AA1,Humans
13134,DB06958,"5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-N-ETHYL-4-PIPERAZIN-1-YL-1H-PYRAZOLE-3-CARBOXAMIDE",['experimental'],BE0001120,Heat shock protein HSP 90-alpha,HSP90AA1,Humans
13135,DB06959,(2S)-1-(3H-Indol-3-yl)-3-{[5-(6-isoquinolinyl)-3-pyridinyl]oxy}-2-propanamine,['experimental'],BE0003761,cAMP-dependent protein kinase catalytic subunit alpha,PRKACA,Humans
13136,DB06959,(2S)-1-(3H-Indol-3-yl)-3-{[5-(6-isoquinolinyl)-3-pyridinyl]oxy}-2-propanamine,['experimental'],BE0003762,cAMP-dependent protein kinase inhibitor alpha,PKIA,Humans
13138,DB06961,"5-(5-chloro-2,4-dihydroxyphenyl)-N-ethyl-4-[4-(morpholin-4-ylmethyl)phenyl]isoxazole-3-carboxamide",['experimental'],BE0001120,Heat shock protein HSP 90-alpha,HSP90AA1,Humans
13139,DB06962,JNJ-27390467,['experimental'],BE0001474,Tryptase beta-2,TPSB2,Humans
13140,DB06963,"3-[3-(3-methyl-6-{[(1S)-1-phenylethyl]amino}-1H-pyrazolo[4,3-c]pyridin-1-yl)phenyl]propanamide",['experimental'],BE0003745,Serine/threonine-protein kinase PLK1,PLK1,Humans
13141,DB06964,"5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-N-ETHYL-4-(4-METHOXYPHENYL)ISOXAZOLE-3-CARBOXAMIDE",['experimental'],BE0001120,Heat shock protein HSP 90-alpha,HSP90AA1,Humans
13144,DB06967,"6-ETHYL-5-[9-(3-METHOXYPROPYL)-9H-CARBAZOL-2-YL]PYRIMIDINE-2,4-DIAMINE",['experimental'],BE0000270,Renin,REN,Humans
13146,DB06969,"2-amino-4-[2,4-dichloro-5-(2-pyrrolidin-1-ylethoxy)phenyl]-N-ethylthieno[2,3-d]pyrimidine-6-carboxamide",['experimental'],BE0001120,Heat shock protein HSP 90-alpha,HSP90AA1,Humans
13148,DB06971,"N-{2-[(4'-CYANO-1,1'-BIPHENYL-4-YL)OXY]ETHYL}-N'-HYDROXY-N-METHYLUREA",['experimental'],BE0001182,Neutrophil collagenase,MMP8,Humans
13149,DB06972,"7A-[(4-cyanophenyl)methyl]-6-(3,5-dichlorophenyl)-5-oxo-2,3,5,7A-tetrahydro-1H-pyrrolo[1,2-A]pyrrole-7-carbonitrile",['experimental'],BE0000516,Integrin alpha-L,ITGAL,Humans
13150,DB06973,Bisphenol A,['experimental'],BE0002088,Estrogen-related receptor gamma,ESRRG,Humans
13152,DB06976,"1-(5-OXO-2,3,5,9B-TETRAHYDRO-1H-PYRROLO[2,1-A]ISOINDOL-9-YL)-3-(5-PYRROLIDIN-2-YL-1H-PYRAZOL-3-YL)-UREA",['experimental'],BE0001072,Cyclin-dependent kinase 2,CDK2,Humans
13153,DB06977,(2S)-1-{[5-(1H-Indazol-5-yl)-3-pyridinyl]oxy}-3-(7aH-indol-3-yl)-2-propanamine,['experimental'],BE0003761,cAMP-dependent protein kinase catalytic subunit alpha,PRKACA,Humans
13155,DB06979,"5-(dodecylthio)-1H-1,2,3-triazole-4-carboxylic acid",['experimental'],BE0003766,Hydroxyacid oxidase 1,HAO1,Humans
13156,DB06980,(2S)-2-(1H-indol-3-yl)hexanoic acid,['experimental'],BE0003767,S-phase kinase-associated protein 1,SKP1,Humans
13157,DB06981,(2S)-2-(1H-indol-3-yl)pentanoic acid,['experimental'],BE0003767,S-phase kinase-associated protein 1,SKP1,Humans
13158,DB06982,(2S)-8-[(tert-butoxycarbonyl)amino]-2-(1H-indol-3-yl)octanoic acid,['experimental'],BE0003767,S-phase kinase-associated protein 1,SKP1,Humans
13159,DB06983,"(5-phenyl-7-(pyridin-3-ylmethylamino)pyrazolo[1,5-a]pyrimidin-3-yl)methanol",['experimental'],BE0001072,Cyclin-dependent kinase 2,CDK2,Humans
13160,DB06984,"(1R,2R,3R,4S,5R)-4-(Benzylamino)-5-(methylthio)cyclopentane-1,2,3-triol",['experimental'],BE0003505,Alpha-mannosidase 2,MAN2A1,Humans
13161,DB06986,"2-CHLORO-N-[(1R,2R)-1-HYDROXY-2,3-DIHYDRO-1H-INDEN-2-YL]-6H-THIENO[2,3-B]PYRROLE-5-CARBOXAMIDE",['experimental'],BE0000916,"Glycogen phosphorylase, muscle form",PYGM,Humans
13162,DB06987,(R)-Atenolol,['experimental'],BE0000994,Lactotransferrin,LTF,Humans
13163,DB06987,(R)-Atenolol,['experimental'],BE0003768,Group IIE secretory phospholipase A2,PLA2G2E,Humans
13165,DB06989,{4-[2-BENZYL-3-METHOXY-2-(METHOXYCARBONYL)-3-OXOPROPYL]PHENYL}SULFAMIC ACID,['experimental'],BE0003769,Receptor-type tyrosine-protein phosphatase beta,PTPRB,Humans
13166,DB06990,"4-[(1E,7E)-8-(2,6-DIOXO-1,2,3,6-TETRAHYDROPYRIMIDIN-4-YL)-3,6-DIOXA-2,7-DIAZAOCTA-1,7-DIEN-1-YL]BENZOIC ACID",['experimental'],BE0003770,Uracil-DNA glycosylase,UNG,Humans
13167,DB06991,"N-[2-methyl-5-(methylcarbamoyl)phenyl]-2-{[(1R)-1-methylpropyl]amino}-1,3-thiazole-5-carboxamide",['experimental'],BE0001019,Mitogen-activated protein kinase 14,MAPK14,Humans
13168,DB06992,"(3,3-dimethylpiperidin-1-yl)(6-(3-fluoro-4-methylphenyl)pyridin-2-yl)methanone",['experimental'],BE0000329,Corticosteroid 11-beta-dehydrogenase isozyme 1,HSD11B1,Humans
13169,DB06993,"(2S,3S)-4-cyclopropyl-3-{(3R,5R)-3-[2-fluoro-4-(methylsulfonyl)phenyl]-1,2,4-oxadiazolidin-5-yl}-1-[(3S)-3-fluoropyrrolidin-1-yl]-1-oxobutan-2-amine",['experimental'],BE0000854,Dipeptidyl peptidase 4,DPP4,Humans
13170,DB06994,"(2S,3S)-3-{3-[2-chloro-4-(methylsulfonyl)phenyl]-1,2,4-oxadiazol-5-yl}-1-cyclopentylidene-4-cyclopropyl-1-fluorobutan-2-amine",['experimental'],BE0000854,Dipeptidyl peptidase 4,DPP4,Humans
13171,DB06995,N-({4-[(2-aminopyridin-4-yl)oxy]-3-fluorophenyl}carbamoyl)-2-(4-fluorophenyl)acetamide,['experimental'],BE0000915,Hepatocyte growth factor receptor,MET,Humans
13172,DB06996,D-leucyl-N-(4-carbamimidoylbenzyl)-L-prolinamide,['experimental'],BE0000048,Prothrombin,F2,Humans
13173,DB06997,"2-(4-fluorophenyl)-N-{[3-fluoro-4-(1H-pyrrolo[2,3-b]pyridin-4-yloxy)phenyl]carbamoyl}acetamide",['experimental'],BE0000915,Hepatocyte growth factor receptor,MET,Humans
13175,DB06999,PLX-4720,['experimental'],BE0000634,Serine/threonine-protein kinase B-raf,BRAF,Humans
13176,DB07000,"N-{2,4-difluoro-3-[(5-pyridin-3-yl-1H-pyrrolo[2,3-b]pyridin-3-yl)carbonyl]phenyl}ethanesulfonamide",['experimental'],BE0000634,Serine/threonine-protein kinase B-raf,BRAF,Humans
13177,DB07001,"(3S,5E)-3-propyl-3,4-dihydrothieno[2,3-f][1,4]oxazepin-5(2H)-imine",['experimental'],BE0000263,"Nitric oxide synthase, endothelial",NOS3,Humans
13178,DB07002,4-({4-[(4-methoxypyridin-2-yl)amino]piperidin-1-yl}carbonyl)benzonitrile,['experimental'],BE0000005,"Nitric oxide synthase, inducible",NOS2,Humans
13179,DB07003,"(2S)-2-methyl-2,3-dihydrothieno[2,3-f][1,4]oxazepin-5-amine",['experimental'],BE0000005,"Nitric oxide synthase, inducible",NOS2,Humans
13180,DB07004,2-[(5-hex-1-yn-1-ylfuran-2-yl)carbonyl]-N-methylhydrazinecarbothioamide,['experimental'],BE0001177,Protein S100-B,S100B,Humans
13181,DB07005,D-phenylalanyl-N-{4-[amino(iminio)methyl]benzyl}-L-prolinamide,['experimental'],BE0000048,Prothrombin,F2,Humans
13182,DB07006,"9-HYDROXY-6-(3-HYDROXYPROPYL)-4-(2-METHOXYPHENYL)PYRROLO[3,4-C]CARBAZOLE-1,3(2H,6H)-DIONE",['experimental'],BE0003335,Wee1-like protein kinase,WEE1,Humans
13183,DB07007,"(3R)-3-[(1,2,3,4-tetrahydroisoquinolin-7-yloxy)methyl]-2,3-dihydrothieno[2,3-f][1,4]oxazepin-5-amine",['experimental'],BE0000005,"Nitric oxide synthase, inducible",NOS2,Humans
13184,DB07008,"4-(1,3-BENZODIOXOL-5-YLOXY)-2-[4-(1H-IMIDAZOL-1-YL)PHENOXY]PYRIMIDINE",['experimental'],BE0000005,"Nitric oxide synthase, inducible",NOS2,Humans
13185,DB07009,"2-(5-HYDROXY-NAPHTHALEN-1-YL)-1,3-BENZOOXAZOL-6-OL",['experimental'],BE0003728,Nuclear receptor coactivator 1,NCOA1,Humans
13186,DB07009,"2-(5-HYDROXY-NAPHTHALEN-1-YL)-1,3-BENZOOXAZOL-6-OL",['experimental'],BE0000792,Estrogen receptor beta,ESR2,Humans
13187,DB07010,N-BENZYL-4-[4-(3-CHLOROPHENYL)-1H-PYRAZOL-3-YL]-1H-PYRROLE-2-CARBOXAMIDE,['experimental'],BE0000923,Mitogen-activated protein kinase 1,MAPK1,Humans
13188,DB07010,N-BENZYL-4-[4-(3-CHLOROPHENYL)-1H-PYRAZOL-3-YL]-1H-PYRROLE-2-CARBOXAMIDE,['experimental'],BE0001097,Mitogen-activated protein kinase 10,MAPK10,Humans
13189,DB07011,"(3S)-1-(1,3-BENZODIOXOL-5-YLMETHYL)-3-[4-(1H-IMIDAZOL-1-YL)PHENOXY]PIPERIDINE",['experimental'],BE0000005,"Nitric oxide synthase, inducible",NOS2,Humans
13191,DB07013,TERT-BUTYL 4-({[4-(BUT-2-YN-1-YLAMINO)PHENYL]SULFONYL}METHYL)-4-[(HYDROXYAMINO)CARBONYL]PIPERIDINE-1-CARBOXYLATE,['experimental'],BE0000966,Collagenase 3,MMP13,Humans
13192,DB07014,"2-(1,3-benzodioxol-5-yl)-5-[(3-fluoro-4-methoxybenzyl)sulfanyl]-1,3,4-oxadiazole",['experimental'],BE0001065,Glycogen synthase kinase-3 beta,GSK3B,Humans
13193,DB07015,"(3R,4R)-4-(pyrrolidin-1-ylcarbonyl)-1-(quinoxalin-2-ylcarbonyl)pyrrolidin-3-amine",['experimental'],BE0000854,Dipeptidyl peptidase 4,DPP4,Humans
13194,DB07016,"(3R)-8-(dioxidosulfanyl)-3-methyl-1,2,3,4-tetrahydroquinoline",['experimental'],BE0000048,Prothrombin,F2,Humans
13195,DB07017,"(5S)-2-{[(1S)-1-(4-Fluorophenyl)ethyl]amino}-5-(2-hydroxy-2-propanyl)-5-methyl-1,3-thiazol-4(5H)-one",['experimental'],BE0000329,Corticosteroid 11-beta-dehydrogenase isozyme 1,HSD11B1,Humans
13197,DB07019,"N-[(5R,14R)-5-AMINO-5,14-DIMETHYL-4-OXO-3-OXA-18-AZATRICYCLO[15.3.1.1~7,11~]DOCOSA-1(21),7(22),8,10,17,19-HEXAEN-19-YL]-N-METHYLMETHANESULFONAMIDE",['experimental'],BE0000988,Beta-secretase 1,BACE1,Humans
13198,DB07020,"N-{3-[5-(1H-1,2,4-triazol-3-yl)-1H-indazol-3-yl]phenyl}furan-2-carboxamide",['experimental'],BE0003772,Mitogen-activated protein kinase 9,MAPK9,Humans
13199,DB07021,"(7R,8R)-8-(2,4,5-trifluorophenyl)-6,7,8,9-tetrahydroimidazo[1,2-a:4,5-c']dipyridin-7-amine",['experimental'],BE0000854,Dipeptidyl peptidase 4,DPP4,Humans
13200,DB07022,3-Hydroxypropyl 3-[(7-carbamimidoyl-1-naphthyl)carbamoyl]benzenesulfonate,['experimental'],BE0001021,Coagulation factor XI,F11,Humans
13201,DB07023,"(1R)-2-[(Diaminomethylene)amino]-1-{4-[(4R)-4-(hydroxymethyl)-1,3,2-dioxaborolan-2-yl]phenyl}ethyl nicotinate",['experimental'],BE0001021,Coagulation factor XI,F11,Humans
13202,DB07024,"2-(3,4-DIHYDROXYPHENYL)-8-(1,1-DIOXIDOISOTHIAZOLIDIN-2-YL)-3-HYDROXY-6-METHYL-4H-CHROMEN-4-ONE",['experimental'],BE0001072,Cyclin-dependent kinase 2,CDK2,Humans
13203,DB07025,3-(5-{[4-(AMINOMETHYL)PIPERIDIN-1-YL]METHYL}-1H-INDOL-2-YL)QUINOLIN-2(1H)-ONE,['experimental'],BE0003382,Serine/threonine-protein kinase Chk1,CHEK1,Humans
13204,DB07026,"(1S,5S,7R)-N~7~-(BIPHENYL-4-YLMETHYL)-N~3~-HYDROXY-6,8-DIOXA-3-AZABICYCLO[3.2.1]OCTANE-3,7-DICARBOXAMIDE",['experimental'],BE0001198,Macrophage metalloelastase,MMP12,Humans
13205,DB07027,D-phenylalanyl-N-(3-fluorobenzyl)-L-prolinamide,['experimental'],BE0000048,Prothrombin,F2,Humans
13206,DB07028,(2-{[(4-BROMO-2-FLUOROBENZYL)AMINO]CARBONYL}-5-CHLOROPHENOXY)ACETIC ACID,['experimental'],BE0000747,Aldose reductase,AKR1B1,Humans
13207,DB07029,"4-(1,3-BENZODIOXOL-5-YLOXY)-2-[4-(1H-IMIDAZOL-1-YL)PHENOXY]-6-METHYLPYRIMIDINE",['experimental'],BE0000005,"Nitric oxide synthase, inducible",NOS2,Humans
13208,DB07030,(5-CHLORO-2-{[(3-NITROBENZYL)AMINO]CARBONYL}PHENOXY)ACETIC ACID,['experimental'],BE0000747,Aldose reductase,AKR1B1,Humans
13209,DB07031,"3-Fluoro-4-{[(2R)-2-hydroxy-2-(5,5,8,8-tetramethyl-5,6,7,8-tetrahydro-2-naphthalenyl)acetyl]amino}benzoic acid",['experimental'],BE0000144,Retinoic acid receptor gamma,RARG,Humans
13210,DB07032,2-(4-HYDROXY-PHENYL)BENZOFURAN-5-OL,['experimental'],BE0000792,Estrogen receptor beta,ESR2,Humans
13211,DB07033,5-HYDROXY-3-[(1R)-1-(1H-PYRROL-2-YL)ETHYL]-2H-INDOL-2-ONE,['experimental'],BE0001193,3-phosphoinositide-dependent protein kinase 1,PDPK1,Humans
13212,DB07034,"2,2'-{[9-(HYDROXYIMINO)-9H-FLUORENE-2,7-DIYL]BIS(OXY)}DIACETIC ACID",['experimental'],BE0003382,Serine/threonine-protein kinase Chk1,CHEK1,Humans
13214,DB07036,"(3aS,4R,9bR)-2,2-difluoro-4-(4-hydroxyphenyl)-6-(methoxymethyl)-1,2,3,3a,4,9b-hexahydrocyclopenta[c]chromen-8-ol",['experimental'],BE0000792,Estrogen receptor beta,ESR2,Humans
13215,DB07037,(2S)-1-AMINO-3-[(5-NITROQUINOLIN-8-YL)AMINO]PROPAN-2-OL,['experimental'],BE0003382,Serine/threonine-protein kinase Chk1,CHEK1,Humans
13216,DB07038,2-(cyclohexylamino)benzoic acid,['experimental'],BE0003382,Serine/threonine-protein kinase Chk1,CHEK1,Humans
13217,DB07039,(2S)-N-(4-cyano-3-iodophenyl)-3-(4-cyanophenoxy)-2-hydroxy-2-methylpropanamide,['experimental'],BE0000132,Androgen receptor,AR,Humans
13224,DB07045,"(2R,3R,4S,5R)-2-[6-amino-8-[(3,4-dichlorophenyl)methylamino]purin-9-yl]-5-(hydroxymethyl)oxolane-3,4-diol",['experimental'],BE0003774,BAG family molecular chaperone regulator 1,BAG1,Humans
13225,DB07045,"(2R,3R,4S,5R)-2-[6-amino-8-[(3,4-dichlorophenyl)methylamino]purin-9-yl]-5-(hydroxymethyl)oxolane-3,4-diol",['experimental'],BE0003775,Heat shock cognate 71 kDa protein,HSPA8,Humans
13226,DB07046,"2-[(2-chloro-4-iodophenyl)amino]-N-{[(2R)-2,3-dihydroxypropyl]oxy}-3,4-difluorobenzamide",['experimental'],BE0000870,Dual specificity mitogen-activated protein kinase kinase 1,MAP2K1,Humans
13227,DB07048,"N-[(2R)-5-(aminosulfonyl)-2,3-dihydro-1H-inden-2-yl]-2-propylpentanamide",['experimental'],BE0000322,Carbonic anhydrase 2,CA2,Humans
13228,DB07049,(2R)-1-[(4-tert-butylphenyl)sulfonyl]-2-methyl-4-(4-nitrophenyl)piperazine,['experimental'],BE0000329,Corticosteroid 11-beta-dehydrogenase isozyme 1,HSD11B1,Humans
13229,DB07050,"5-[(phenylsulfonyl)amino]-1,3,4-thiadiazole-2-sulfonamide",['experimental'],BE0000322,Carbonic anhydrase 2,CA2,Humans
13230,DB07051,"3,5-DIMETHYL-1-PHENYL-1H-PYRAZOLE-4-CARBOXYLIC ACID ETHYL ESTER",['experimental'],BE0001287,"cAMP-specific 3',5'-cyclic phosphodiesterase 4D",PDE4D,Humans
13232,DB07053,2-{5-[3-(7-PROPYL-3-TRIFLUOROMETHYLBENZO[D]ISOXAZOL-6-YLOXY)PROPOXY]INDOL-1-YL}ETHANOIC ACID,['experimental'],BE0000215,Peroxisome proliferator-activated receptor gamma,PPARG,Humans
13233,DB07054,(2R)-1-(DIMETHYLAMINO)-3-{4-[(6-{[2-FLUORO-5-(TRIFLUOROMETHYL)PHENYL]AMINO}PYRIMIDIN-4-YL)AMINO]PHENOXY}PROPAN-2-OL,['experimental'],BE0001072,Cyclin-dependent kinase 2,CDK2,Humans
13235,DB07056,"2-(6-{[(3-chloro-2-methylphenyl)sulfonyl]amino}pyridin-2-yl)-N,N-diethylacetamide",['experimental'],BE0000329,Corticosteroid 11-beta-dehydrogenase isozyme 1,HSD11B1,Humans
13237,DB07058,"5-[1-(4-methoxyphenyl)-1H-benzimidazol-6-yl]-1,3,4-oxadiazole-2(3H)-thione",['experimental'],BE0001065,Glycogen synthase kinase-3 beta,GSK3B,Humans
13238,DB07059,"N-{2-[6-(2,4-DIAMINO-6-ETHYLPYRIMIDIN-5-YL)-2,2-DIMETHYL-3-OXO-2,3-DIHYDRO-4H-1,4-BENZOXAZIN-4-YL]ETHYL}ACETAMIDE",['experimental'],BE0000270,Renin,REN,Humans
13239,DB07060,3-(INDOL-3-YL) LACTATE,['experimental'],BE0003766,Hydroxyacid oxidase 1,HAO1,Humans
13241,DB07061,"1-(CYCLOHEXYLAMINO)-3-(6-METHYL-3,4-DIHYDRO-1H-CARBAZOL-9(2H)-YL)PROPAN-2-OL",['experimental'],BE0003780,Glycylpeptide N-tetradecanoyltransferase 2,NMT2,Humans
13243,DB07063,Lidorestat,['investigational'],BE0000747,Aldose reductase,AKR1B1,Humans
13244,DB07064,"(4R)-4-(3-HYDROXYPHENYL)-N,N,7,8-TETRAMETHYL-3,4-DIHYDROISOQUINOLINE-2(1H)-CARBOXAMIDE",['experimental'],BE0001852,Kinesin-like protein KIF11,KIF11,Humans
13245,DB07065,"5-(2,3-dichlorophenyl)-N-(pyridin-4-ylmethyl)-3-thiocyanatopyrazolo[1,5-a]pyrimidin-7-amine",['experimental'],BE0001072,Cyclin-dependent kinase 2,CDK2,Humans
13246,DB07066,"2-CHLORO-N-[(3R)-2-OXO-1,2,3,4-TETRAHYDROQUINOLIN-3-YL]-6H-THIENO[2,3-B]PYRROLE-5-CARBOXAMIDE",['experimental'],BE0000916,"Glycogen phosphorylase, muscle form",PYGM,Humans
13247,DB07067,"(2S,3S)-3-{3-[4-(METHYLSULFONYL)PHENYL]-1,2,4-OXADIAZOL-5-YL}-1-OXO-1-PYRROLIDIN-1-YLBUTAN-2-AMINE",['experimental'],BE0000854,Dipeptidyl peptidase 4,DPP4,Humans
13248,DB07068,"(4-{4-[(TERT-BUTOXYCARBONYL)AMINO]-2,2-BIS(ETHOXYCARBONYL)BUTYL}PHENYL)SULFAMIC ACID",['experimental'],BE0003769,Receptor-type tyrosine-protein phosphatase beta,PTPRB,Humans
13249,DB07069,m-Hydroxyhippuric acid,['experimental'],BE0000392,Kynureninase,KYNU,Humans
13250,DB07070,(2S)-2-{3-[({[2-fluoro-4-(trifluoromethyl)phenyl]carbonyl}amino)methyl]-4-methoxybenzyl}butanoic acid,['experimental'],BE0001007,Peroxisome proliferator-activated receptor delta,PPARD,Humans
13251,DB07071,"(R)-1-(4-(4-(Hydroxymethyl)-1,3,2-dioxaborolan-2-YL)phenethyl)guanidine",['experimental'],BE0001021,Coagulation factor XI,F11,Humans
13252,DB07072,"(1S,2R,5S)-5-[3-(TRIFLUOROMETHYL)-5,6-DIHYDRO[1,2,4]TRIAZOLO[4,3-A]PYRAZIN-7(8H)-YL]-2-(2,4,5-TRIFLUOROPHENYL)CYCLOHEXANAMINE",['experimental'],BE0000854,Dipeptidyl peptidase 4,DPP4,Humans
13253,DB07073,"5,5-dimethyl-2-morpholin-4-yl-5,6-dihydro-1,3-benzothiazol-7(4H)-one",['experimental'],BE0001315,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform",PIK3CG,Humans
13254,DB07074,6-CARBAMIMIDOYL-4-(3-HYDROXY-2-METHYL-BENZOYLAMINO)-NAPHTHALENE-2-CARBOXYLIC ACID METHYL ESTER,['experimental'],BE0001021,Coagulation factor XI,F11,Humans
13255,DB07075,3-(5-{[4-(AMINOMETHYL)PIPERIDIN-1-YL]METHYL}-1H-INDOL-2-YL)-1H-INDAZOLE-6-CARBONITRILE,['experimental'],BE0003382,Serine/threonine-protein kinase Chk1,CHEK1,Humans
13256,DB07076,6-[(Z)-AMINO(IMINO)METHYL]-N-[3-(CYCLOPENTYLOXY)PHENYL]-2-NAPHTHAMIDE,['experimental'],BE0000895,Urokinase-type plasminogen activator,PLAU,Humans
13257,DB07077,"(R)-1-(4-(4-(Hydroxymethyl)-1,3,2-dioxaborolan-2-YL)phenyl)guanidine",['experimental'],BE0001021,Coagulation factor XI,F11,Humans
13258,DB07078,"(3Z)-6-(4-HYDROXY-3-METHOXYPHENYL)-3-(1H-PYRROL-2-YLMETHYLENE)-1,3-DIHYDRO-2H-INDOL-2-ONE",['experimental'],BE0003382,Serine/threonine-protein kinase Chk1,CHEK1,Humans
13259,DB07079,3-{[4-(but-2-yn-1-yloxy)phenyl]sulfonyl}propane-1-thiol,['experimental'],BE0003754,Disintegrin and metalloproteinase domain-containing protein 17,ADAM17,Humans
13260,DB07080,TO-901317,['experimental'],BE0001598,Oxysterols receptor LXR-beta,NR1H2,Humans
13261,DB07080,TO-901317,['experimental'],BE0003740,Nuclear receptor coactivator 2,NCOA2,Humans
13262,DB07080,TO-901317,['experimental'],BE0000078,Retinoic acid receptor RXR-beta,RXRB,Humans
13263,DB07080,TO-901317,['experimental'],BE0003781,Oxysterols receptor LXR-alpha,NR1H3,Humans
13264,DB07080,TO-901317,['experimental'],BE0003728,Nuclear receptor coactivator 1,NCOA1,Humans
13265,DB07080,TO-901317,['experimental'],BE0000956,Nuclear receptor subfamily 1 group I member 2,NR1I2,Humans
13266,DB07081,"(2R)-4-[(8R)-8-METHYL-2-(TRIFLUOROMETHYL)-5,6-DIHYDRO[1,2,4]TRIAZOLO[1,5-A]PYRAZIN-7(8H)-YL]-4-OXO-1-(2,4,5-TRIFLUOROPHENYL)BUTAN-2-AMINE",['experimental'],BE0000854,Dipeptidyl peptidase 4,DPP4,Humans
13267,DB07082,"1,1,1,3,3,3-HEXAFLUORO-2-{4-[(2,2,2-TRIFLUOROETHYL)AMINO]PHENYL}PROPAN-2-OL",['experimental'],BE0001598,Oxysterols receptor LXR-beta,NR1H2,Humans
13268,DB07083,beta-phenyl-D-phenylalanyl-N-propyl-L-prolinamide,['experimental'],BE0000048,Prothrombin,F2,Humans
13271,DB07086,"4-[(1S,2S,5S)-5-(HYDROXYMETHYL)-8-METHYL-3-OXABICYCLO[3.3.1]NON-7-EN-2-YL]PHENOL",['experimental'],BE0003740,Nuclear receptor coactivator 2,NCOA2,Humans
13272,DB07086,"4-[(1S,2S,5S)-5-(HYDROXYMETHYL)-8-METHYL-3-OXABICYCLO[3.3.1]NON-7-EN-2-YL]PHENOL",['experimental'],BE0000123,Estrogen receptor alpha,ESR1,Humans
13273,DB07087,"4-[(1S,2S,5S,9R)-5-(HYDROXYMETHYL)-8,9-DIMETHYL-3-OXABICYCLO[3.3.1]NON-7-EN-2-YL]PHENOL",['experimental'],BE0000123,Estrogen receptor alpha,ESR1,Humans
13274,DB07087,"4-[(1S,2S,5S,9R)-5-(HYDROXYMETHYL)-8,9-DIMETHYL-3-OXABICYCLO[3.3.1]NON-7-EN-2-YL]PHENOL",['experimental'],BE0003740,Nuclear receptor coactivator 2,NCOA2,Humans
13275,DB07088,(S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclopentyloxy)ethanoyl)pyrrolidine-2-carboxamide,['experimental'],BE0001739,Trypsin-1,PRSS1,Humans
13276,DB07088,(S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclopentyloxy)ethanoyl)pyrrolidine-2-carboxamide,['experimental'],BE0000048,Prothrombin,F2,Humans
13277,DB07089,N-[amino(imino)methyl]-2-[2-(2-chlorophenyl)-4-(4-propoxyphenyl)-3-thienyl]acetamide,['experimental'],BE0000988,Beta-secretase 1,BACE1,Humans
13279,DB07091,(S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclohexyloxy)ethanoyl)pyrrolidine-2-carboxamide,['experimental'],BE0001739,Trypsin-1,PRSS1,Humans
13280,DB07091,(S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclohexyloxy)ethanoyl)pyrrolidine-2-carboxamide,['experimental'],BE0000048,Prothrombin,F2,Humans
13281,DB07092,"(2S,3S)-3-AMINO-4-(3,3-DIFLUOROPYRROLIDIN-1-YL)-N,N-DIMETHYL-4-OXO-2-(TRANS-4-[1,2,4]TRIAZOLO[1,5-A]PYRIDIN-6-YLCYCLOHEXYL)BUTANAMIDE",['experimental'],BE0000854,Dipeptidyl peptidase 4,DPP4,Humans
13282,DB07093,"{3-[(5-CHLORO-1,3-BENZOTHIAZOL-2-YL)METHYL]-2,4-DIOXO-3,4-DIHYDROPYRIMIDIN-1(2H)-YL}ACETIC ACID",['experimental'],BE0000747,Aldose reductase,AKR1B1,Humans
