,drug_name,drugbank_id,MeSH_id,DrugType,Class,Rheumatoid_Arthritis,Asthma,Multiple_sclerosis
3046,Foreskin keratinocyte (neonatal),DB10772,#N/A,['approved'],1,0,0,0
3047,Foretinib,DB12307,MESH:C544831,['investigational'],0,0,0,0
3048,Formebolone,DB01569,MESH:C002846,"['experimental', 'illicit']",0,0,0,0
3049,Formic acid,DB01942,MESH:C030544,"['experimental', 'investigational']",0,1,0,0
3050,Formoterol,DB00983,#N/A,"['approved', 'investigational']",1,0,0,0
3051,Formycin,DB02281,MESH:C034550,['experimental'],0,0,0,0
3052,Forodesine,DB06185,MESH:C113101,['investigational'],0,0,0,0
3053,Fosdenopterin,DB16628,#N/A,['approved'],1,0,0,0
3054,Fosinopril,DB00492,MESH:D017328,['approved'],1,1,0,0
3055,Fosnetupitant,DB14019,#N/A,['approved'],1,0,0,0
3056,Fosphenytoin,DB01320,MESH:C043114,"['approved', 'investigational']",1,0,0,0
3057,Fospropofol,DB06716,MESH:C472965,"['approved', 'illicit', 'investigational']",1,0,0,0
3058,Fostamatinib,DB12010,MESH:C523665,"['approved', 'investigational']",1,0,0,0
3059,Fotemustine,DB04106,MESH:C054368,['investigational'],0,0,0,0
3060,Fradafiban,DB06472,MESH:C107917,['investigational'],0,0,0,0
3061,Framycetin,DB00452,MESH:D005601,['approved'],1,0,0,0
3062,Fremanezumab,DB14041,#N/A,"['approved', 'investigational']",1,0,0,0
3063,Freselestat,DB03925,#N/A,"['experimental', 'investigational']",0,0,0,0
3064,Frovatriptan,DB00998,MESH:C108128,"['approved', 'investigational']",1,0,0,0
3065,Fructose-6-phosphate,DB04493,MESH:C027618,['experimental'],0,0,0,0
3066,Fulvestrant,DB00947,MESH:D000077267,"['approved', 'investigational']",1,1,0,0
3067,Fumagillin,DB02640,MESH:C026211,['experimental'],0,0,0,0
3068,Fumaric acid,DB01677,MESH:C032005,['investigational'],0,1,0,1
3069,Furosemide,DB00695,MESH:D005665,"['approved', 'vet_approved']",1,1,0,0
3070,Furoyl-Leucine,DB02215,#N/A,['experimental'],0,0,0,0
3071,Fusicoccin,DB01780,MESH:C007808,['experimental'],0,0,0,0
3072,Futibatinib,DB15149,#N/A,"['approved', 'investigational']",1,0,0,0
3073,GALACTOSE GREASE,DB04680,#N/A,['experimental'],0,0,0,0
3074,GC-24,DB03788,#N/A,['experimental'],0,0,0,0
3075,GEM-231,DB05798,MESH:C425328,['investigational'],0,0,0,0
3076,GLPG-0974,DB15406,#N/A,['investigational'],0,0,0,0
3077,GLUTATHIONE SULFINATE,DB04700,#N/A,['experimental'],0,0,0,0
3078,GMX1777,DB05217,C541789,['investigational'],0,0,0,0
3079,GPI-1485,DB05814,MESH:C486238,['investigational'],0,0,0,0
3080,GSK-1059615,DB11962,#N/A,['investigational'],0,0,0,0
3081,GSK-923295,DB06097,#N/A,['investigational'],0,0,0,0
3082,GTI 2040,DB05801,#N/A,['investigational'],0,0,0,0
3083,GTS-21,DB05708,C088936,['investigational'],0,0,0,0
3084,"GUANOSINE-2',3'-O-ETHYLIDENEPHOSPHONATE",DB04754,#N/A,['experimental'],0,0,0,0
3085,"GUANOSINE-2',3'-O-METHYLIDENEPHOSPHONATE",DB04757,#N/A,['experimental'],0,0,0,0
3086,GW 468816,DB05417,#N/A,['investigational'],0,0,0,0
3087,GW 597599,DB05418,#N/A,['investigational'],0,0,0,0
3088,GW-3965,DB03791,MESH:C473027,['experimental'],0,1,0,0
3089,GW-590735,DB07215,C518308,['investigational'],0,0,0,0
3090,GW-813893,DB07278,C532873,['experimental'],0,0,0,0
3091,Gabaculine,DB02054,MESH:C012987,['experimental'],0,0,0,0
3092,Gabapentin,DB00996,MESH:D000077206,"['approved', 'investigational']",1,1,0,0
3093,Gabapentin enacarbil,DB08872,C493250,"['approved', 'investigational']",1,0,0,0
3094,Gabexate,DB12831,MESH:D016670,['investigational'],0,1,0,0
3095,Gadopentetic acid,DB00789,MESH:D019786,['approved'],1,1,0,0
3096,Galactose-uridine-5'-diphosphate,DB03501,MESH:D014531,['experimental'],0,0,0,0
3097,Galantamine,DB00674,MESH:D005702,['approved'],1,0,0,0
3098,Galcanezumab,DB14042,#N/A,"['approved', 'investigational']",1,0,0,0
3099,Galiximab,DB04901,#N/A,['investigational'],0,0,0,0
3100,Gallamine triethiodide,DB00483,#N/A,['approved'],1,0,0,0
3101,Gallium Ga-68 gozetotide,DB16019,#N/A,['approved'],1,0,0,0
3102,Gallium maltolate,DB05420,MESH:C512662,['investigational'],0,0,0,0
3103,Gallium nitrate,DB05260,MESH:C027235,"['approved', 'investigational']",1,1,0,0
3104,Galsulfase,DB01279,#N/A,"['approved', 'investigational']",1,0,0,0
3105,Ganaxolone,DB05087,MESH:C105051,"['approved', 'investigational']",1,0,0,0
3106,Ganirelix,DB06785,MESH:C061018,['approved'],1,0,0,0
3107,Ganstigmine,DB06525,MESH:C447079,['investigational'],0,0,0,0
3108,Gantacurium,DB05710,MESH:C451919,['investigational'],0,0,0,0
3109,Gantenerumab,DB12034,#N/A,['investigational'],0,0,0,0
3110,Garetosmab,DB16379,#N/A,['investigational'],0,0,0,0
3111,Gavestinel,DB06741,C105319,['investigational'],0,0,0,0
3112,Gavorestat,DB16707,#N/A,['investigational'],0,0,0,0
3113,Gefitinib,DB00317,MESH:D000077156,"['approved', 'investigational']",1,1,0,0
3114,Geldanamycin,DB02424,MESH:C001277,"['experimental', 'investigational']",0,1,0,0
3115,Gemcitabine,DB00441,MESH:C056507,['approved'],1,1,0,0
3116,Gemeprost,DB08964,MESH:C021182,"['approved', 'withdrawn']",1,0,0,0
3117,Gemfibrozil,DB01241,MESH:D015248,['approved'],1,1,0,0
3118,Gemtuzumab ozogamicin,DB00056,MESH:D000079982,"['approved', 'investigational']",1,0,0,0
3119,Geneticin,DB04263,C010680,['experimental'],0,1,0,0
3120,Genistein,DB01645,MESH:D019833,['investigational'],0,1,0,0
3121,Gentamicin,DB00798,MESH:D005839,"['approved', 'vet_approved']",1,1,0,0
3122,Geptanolimab,DB16417,#N/A,['investigational'],0,0,0,0
3123,Geranyl Diphosphate,DB02552,MESH:C511282,['experimental'],0,0,0,0
3124,Geranylgeranyl diphosphate,DB07841,MESH:C002963,['experimental'],0,1,0,0
3125,Gestodene,DB06730,MESH:C033273,['investigational'],0,1,0,0
3126,Gestrinone,DB11619,MESH:D005867,['approved'],1,0,0,0
3127,Gevokizumab,DB12119,#N/A,['investigational'],0,0,0,0
3128,Ghavamiol,DB02492,C431728,['experimental'],0,0,0,0
3129,Gibberellic acid,DB07814,MESH:C007842,['experimental'],0,0,0,0
3130,Gibberellin A4,DB07815,MESH:C532593,['experimental'],0,0,0,0
3131,Gilteritinib,DB12141,MESH:C000609080,"['approved', 'investigational']",1,0,0,0
3132,Gimeracil,DB09257,MESH:C104201,['approved'],1,0,0,0
3133,Ginkgo biloba,DB01381,#N/A,"['approved', 'investigational', 'nutraceutical']",1,0,0,0
3134,Ginseng,DB01404,MESH:C026473,"['investigational', 'nutraceutical']",0,0,0,0
3135,Ginsenoside Rb1,DB06749,MESH:C442759,['nutraceutical'],0,1,0,0
3136,Ginsenoside Rg1,DB06750,MESH:C035054,['nutraceutical'],0,1,0,0
3137,Girentuximab,DB05304,#N/A,['investigational'],0,0,0,0
3138,Givinostat,DB12645,MESH:C575255,['investigational'],0,0,0,0
3139,Glasdegib,DB11978,MESH:C000592580,"['approved', 'investigational']",1,0,0,0
3140,Glatiramer,DB05259,#N/A,"['approved', 'investigational']",1,0,0,0
3141,Glembatumumab vedotin,DB05996,MESH:C551271,['investigational'],0,0,0,0
3142,Gliclazide,DB01120,MESH:D005907,['approved'],1,1,0,0
3143,Glimepiride,DB00222,MESH:C057619,['approved'],1,0,0,0
3144,Glipizide,DB01067,MESH:D005913,"['approved', 'investigational']",1,0,0,0
3145,Gliquidone,DB01251,MESH:C010969,"['approved', 'investigational']",1,0,0,0
3146,Glisoxepide,DB01289,MESH:C100171,['investigational'],0,0,0,0
3147,Glucagon,DB00040,MESH:D005934,['approved'],1,1,0,0
3148,Gluconolactone,DB04564,C010730,"['approved', 'experimental']",1,0,0,0
3149,Glucosamine,DB01296,MESH:D005944,"['approved', 'investigational']",1,1,0,0
3150,Glucose-6-Phosphate,DB03581,MESH:D019298,['experimental'],0,0,0,0
3151,Glutamic acid,DB00142,MESH:D018698,"['approved', 'nutraceutical']",1,1,0,0
3152,Glutamine t-butyl ester,DB04636,#N/A,['experimental'],0,0,0,0
3153,Glutathione,DB00143,MESH:D005978,"['approved', 'investigational', 'nutraceutical']",1,1,0,0
3154,Glutathione disulfide,DB03310,MESH:D019803,"['approved', 'experimental', 'investigational']",1,1,0,0
3155,Glutathione sulfonic acid,DB03003,#N/A,['experimental'],0,0,0,0
3156,Glutathionylspermidine disulfide,DB02553,#N/A,['experimental'],0,0,0,0
3157,Glutazumab,DB16697,#N/A,['investigational'],0,0,0,0
3158,Glutethimide,DB01437,MESH:D005984,"['approved', 'illicit']",1,0,0,0
3159,Glyburide,DB01016,MESH:D005905,['approved'],1,1,0,0
3160,Glycerin,DB09462,MESH:D005990,"['approved', 'investigational']",1,1,0,0
3161,Glycinamide,DB03636,MESH:C018556,['experimental'],0,0,0,0
3162,Glycinamide Ribonucleotide,DB02236,MESH:C402896,['experimental'],0,0,0,0
3163,Glycine,DB00145,MESH:D005998,"['approved', 'nutraceutical', 'vet_approved']",1,1,0,0
3164,Glycocholic acid,DB02691,MESH:D006000,"['experimental', 'investigational']",0,1,0,0
3165,Glycocyamine,DB02751,MESH:C004946,['experimental'],0,0,0,0
3166,Glycol salicylate,DB11323,MESH:C020904,['approved'],1,0,0,0
3167,Glycolic acid,DB03085,MESH:C031149,"['approved', 'investigational']",1,1,0,0
3168,Glycopyrronium,DB00986,#N/A,"['approved', 'investigational', 'vet_approved']",1,0,0,0
3169,Glycyrrhizic acid,DB13751,MESH:D019695,"['approved', 'experimental']",1,1,0,0
3170,Glymidine,DB01382,MESH:C073263,"['approved', 'investigational']",1,0,0,0
3171,Glyphosate,DB04539,MESH:C010974,['experimental'],0,1,0,0
3172,Golimumab,DB06674,#N/A,['approved'],1,0,0,0
3173,Golodirsen,DB15593,#N/A,['approved'],1,0,0,0
3174,Golotimod,DB05475,MESH:C470075,['investigational'],0,0,0,0
3175,Gonadorelin,DB00644,MESH:D007987,"['approved', 'investigational', 'vet_approved']",1,0,0,0
3176,Goserelin,DB00014,MESH:D017273,['approved'],1,0,0,0
3177,Gosogliptin,DB08382,MESH:C558848,['investigational'],0,0,0,0
3178,Gossypol,DB13044,MESH:D006072,['investigational'],0,1,0,0
3179,Gpi-1046,DB01951,MESH:C104949,['experimental'],0,0,0,0
3180,Granisetron,DB00889,MESH:D017829,"['approved', 'investigational']",1,1,0,0
3181,Grapiprant,DB12836,MESH:C000607864,"['investigational', 'vet_approved']",1,0,0,0
3182,Griseofulvin,DB00400,MESH:D006118,"['approved', 'investigational', 'vet_approved']",1,1,0,0
3183,Grn163l,DB05036,#N/A,['investigational'],0,0,0,0
3184,Guaiacol,DB11359,MESH:D006139,['approved'],1,1,0,0
3185,Guaifenesin,DB00874,MESH:D006140,"['approved', 'investigational', 'vet_approved']",1,0,1,0
3186,Guanabenz,DB00629,MESH:D006143,"['approved', 'investigational']",1,0,0,0
3187,Guanadrel,DB00226,MESH:C004945,['approved'],1,0,0,0
3188,Guanethidine,DB01170,MESH:D006145,['approved'],1,0,0,0
3189,Guanfacine,DB01018,MESH:D016316,"['approved', 'investigational']",1,0,0,0
3190,Guanidine,DB00536,MESH:D019791,['approved'],1,0,0,0
3191,Guanidine-3-propanol,DB03637,#N/A,['experimental'],0,0,0,0
3192,Guanidinoethylmercaptosuccinic acid,DB04489,MESH:C022014,['experimental'],0,0,0,0
3193,Guanine,DB02377,MESH:D006147,['experimental'],0,0,0,0
3194,Guanosine,DB02857,MESH:D006151,"['experimental', 'investigational']",0,0,0,0
3195,Guanosine-3'-monophosphate-5'-diphosphate,DB04121,#N/A,['experimental'],0,0,0,0
3196,Guanosine-5'-Diphosphate,DB04315,MESH:D006153,['experimental'],0,0,0,0
3197,Guanosine-5'-Diphosphate-Rhamnose,DB02547,#N/A,['experimental'],0,0,0,0
3198,Guanosine-5'-Monophosphate,DB01972,MESH:D006157,['experimental'],0,0,0,0
3199,Guanosine-5'-Triphosphate,DB04137,MESH:D006160,['experimental'],0,1,0,0
3200,Guselkumab,DB11834,#N/A,"['approved', 'investigational']",1,0,0,0
3201,Guvacine,DB08848,MESH:C015910,['experimental'],0,0,0,0
3202,H TYPE II TRISACCHARIDE,DB04678,#N/A,['experimental'],0,0,0,0
3203,H-89,DB07995,MESH:C063509,['experimental'],0,1,0,0
3204,H3B-8800,DB14017,MESH:C000631255,['investigational'],0,0,0,0
3205,HE3286,DB05212,C524733,['investigational'],0,1,0,0
3206,HGS-TR2J,DB05895,#N/A,['investigational'],0,0,0,0
3207,HM-30181,DB14070,C521083,['experimental'],0,0,0,0
3208,HOMOPHENYLALANINYLMETHANE,DB07913,#N/A,['experimental'],0,0,0,0
3209,HY10275,DB05079,#N/A,['investigational'],0,0,0,0
3210,"HYDROXY(OXO)(3-{[(2Z)-4-[3-(1H-1,2,4-TRIAZOL-1-YLMETHYL)PHENYL]PYRIMIDIN-2(5H)-YLIDENE]AMINO}PHENYL)AMMONIUM",DB08218,#N/A,['experimental'],0,0,0,0
3211,HZT-501,DB05369,#N/A,['investigational'],0,0,0,0
3212,Hadacidin,DB02109,MESH:C001321,['experimental'],0,0,0,0
3213,Halazepam,DB00801,MESH:C010175,"['approved', 'illicit', 'withdrawn']",1,0,0,0
3214,Halcinonide,DB06786,MESH:D006206,"['approved', 'investigational', 'withdrawn']",1,0,0,0
3215,Halicin,DB15624,#N/A,['experimental'],0,0,0,0
3216,Halofantrine,DB01218,MESH:C023768,['approved'],1,0,0,0
3217,Halofuginone,DB04866,MESH:C010176,"['investigational', 'vet_approved']",1,1,0,0
3218,Haloperidol,DB00502,MESH:D006220,['approved'],1,1,0,0
3219,Halothane,DB01159,MESH:D006221,"['approved', 'vet_approved']",1,1,1,0
3220,Haloxyfop-P,DB07870,#N/A,['experimental'],0,0,0,0
3221,Harmaline,DB13875,MESH:D006246,['experimental'],0,1,0,0
3222,Harmine,DB07919,MESH:D006247,['experimental'],0,1,0,0
3223,Hemi-Babim,DB01767,#N/A,['experimental'],0,0,0,0
3224,Heparin,DB01109,#N/A,"['approved', 'investigational']",1,1,1,0
3225,Heparin Disaccharide I-S,DB02322,#N/A,['experimental'],0,0,0,0
3226,Heparin Disaccharide Iii-S,DB02353,#N/A,['experimental'],0,0,0,0
3227,Heptabarbital,DB01354,MESH:C084640,['experimental'],0,0,0,0
3228,Heptaethylene glycol,DB03394,#N/A,['experimental'],0,0,0,0
3229,"Heptane-1,2,3-Triol",DB04079,MESH:C068115,['experimental'],0,0,0,0
3230,Heptanoic acid,DB02938,#N/A,"['experimental', 'investigational']",0,0,0,0
3231,Heptulose-2-Phosphate,DB04195,#N/A,['experimental'],0,0,0,0
3232,Heptyl 1-Thiohexopyranoside,DB04450,#N/A,['experimental'],0,0,0,0
3233,Heptyl glucoside,DB03338,#N/A,['experimental'],0,0,0,0
3234,Hesperetin,DB01094,MESH:C013015,['experimental'],0,1,0,0
3235,Hesperidin,DB04703,MESH:D006569,"['approved', 'investigational']",1,1,0,0
3236,Hexachlorophene,DB00756,MESH:D006582,"['approved', 'withdrawn']",1,0,0,0
3237,Hexadecanal,DB03381,MESH:C001647,['experimental'],0,0,0,0
3238,Hexadecanesulfonyl fluoride,DB02035,MESH:C069088,['experimental'],0,0,0,0
3239,Hexafluronium,DB00941,MESH:C005034,['approved'],1,0,0,0
3240,Hexamethonium,DB08960,MESH:D018738,['experimental'],0,1,0,0
3241,"Hexane-1,6-Diol",DB02210,MESH:C027765,['experimental'],0,0,0,0
3242,Hexanoyl-CoA,DB02563,MESH:C044181,['experimental'],0,0,0,0
3243,Hexatantalum Dodecabromide,DB04119,#N/A,['experimental'],0,0,0,0
3244,Hexestrol,DB07931,MESH:D006589,['withdrawn'],0,0,0,0
3245,Hexobarbital,DB01355,MESH:D006591,['experimental'],0,0,0,0
3246,Hexocyclium,DB06787,MESH:C015922,['approved'],1,0,0,0
3247,Hexylcaine,DB00473,MESH:C004954,"['approved', 'withdrawn']",1,0,0,0
3248,Hexylresorcinol,DB11254,MESH:D006604,['approved'],1,1,0,0
3249,"Hg9a-9, Nonanoyl-N-Hydroxyethylglucamide",DB01970,#N/A,['experimental'],0,0,0,0
3250,Histamine,DB05381,MESH:D006632,"['approved', 'investigational']",1,1,0,0
3251,Histidine,DB00117,MESH:D006639,"['investigational', 'nutraceutical']",0,0,0,0
3252,Histrelin,DB06788,MESH:C029256,"['approved', 'withdrawn']",1,0,0,0
3253,Homatropine,DB11181,MESH:C100236,['approved'],1,0,0,0
3254,Homatropine methylbromide,DB00725,MESH:C056244,['approved'],1,0,0,0
3255,Homosalate,DB11064,MESH:C060446,"['approved', 'investigational']",1,0,0,0
3256,Homoserine Lactone,DB02624,MESH:C088386,['experimental'],0,0,0,0
3257,Human C1-esterase inhibitor,DB06404,#N/A,['approved'],1,0,0,0
3258,Human Rho(D) immune globulin,DB11597,#N/A,"['approved', 'investigational']",1,0,0,0
3259,Human blood group H type 1 trisaccharide,DB04679,#N/A,['experimental'],0,0,0,0
3260,Human calcitonin,DB06773,#N/A,"['approved', 'investigational']",1,0,0,0
3261,Human immunoglobulin G,DB00028,#N/A,"['approved', 'investigational']",1,0,0,0
3262,Human interferon beta,DB14999,#N/A,"['approved', 'investigational']",1,0,0,0
3263,Human interferon omega-1,DB05472,#N/A,['investigational'],0,0,0,0
3264,Human thrombin,DB11571,MESH:C025337,['approved'],1,0,0,0
3265,Huperzine A,DB04864,MESH:C050426,"['approved', 'experimental']",1,1,0,0
3266,Huperzine B,DB03348,MESH:C053016,['investigational'],0,0,0,0
3267,Hyaluronic acid,DB08818,MESH:D006820,"['approved', 'vet_approved']",1,1,0,0
3268,Hyaluronidase,DB14740,#N/A,['approved'],1,0,0,0
3269,Hyaluronidase (human recombinant),DB06205,#N/A,"['approved', 'investigational']",1,0,0,0
3270,Hyaluronidase (ovine),DB00070,#N/A,"['approved', 'investigational']",1,0,0,0
3271,Hycanthone,DB14061,MESH:D006826,['experimental'],0,0,0,0
3272,Hydralazine,DB01275,MESH:D006830,['approved'],1,1,0,0
3273,Hydrochlorothiazide,DB00999,MESH:D006852,"['approved', 'vet_approved']",1,1,0,0
3274,Hydrocodone,DB00956,MESH:D006853,"['approved', 'illicit', 'investigational']",1,0,0,0
3275,Hydrocortamate,DB00769,#N/A,['approved'],1,0,0,0
3276,Hydrocortisone,DB00741,MESH:D006854,"['approved', 'vet_approved']",1,1,1,0
3277,Hydrocortisone aceponate,DB14538,MESH:C063919,"['experimental', 'vet_approved']",1,0,0,0
3278,Hydrocortisone acetate,DB14539,MESH:C021650,"['approved', 'vet_approved']",1,0,0,0
3279,Hydrocortisone butyrate,DB14540,MESH:C007975,"['approved', 'vet_approved']",1,0,0,0
3280,Hydrocortisone cypionate,DB14541,MESH:C029109,"['approved', 'investigational', 'vet_approved']",1,0,0,0
3281,Hydrocortisone phosphate,DB14542,#N/A,"['approved', 'vet_approved']",1,0,0,0
3282,Hydrocortisone probutate,DB14543,MESH:C033014,"['approved', 'vet_approved']",1,0,0,0
3283,Hydrocortisone valerate,DB14544,MESH:C038363,"['approved', 'vet_approved']",1,0,0,0
3284,Hydroflumethiazide,DB00774,MESH:D006857,"['approved', 'investigational', 'withdrawn']",1,0,0,0
3285,Hydromorphone,DB00327,MESH:D004091,"['approved', 'illicit']",1,0,0,0
3286,Hydroquinone,DB09526,MESH:C031927,"['approved', 'investigational']",1,1,0,0
3287,Hydroxocobalamin,DB00200,MESH:D006879,['approved'],1,0,0,0
3288,"Hydroxy(oxo)(2-{(1S)-2,2,2-trifluoro-1-[2-(trimethylarsonio)ethoxy]ethyl}phenyl)ammonium",DB07555,#N/A,['experimental'],0,0,0,0
3289,Hydroxy-Phenyl-Acetic Acid 8-Methyl-8-Aza-Bicyclo[3.2.1]Oct-3-Yl Ester,DB02161,#N/A,['experimental'],0,0,0,0
3290,Hydroxyaminovaline,DB02697,#N/A,['experimental'],0,0,0,0
3291,Hydroxychloroquine,DB01611,MESH:D006886,['approved'],1,1,0,0
3292,Hydroxyfasudil,DB04707,MESH:C431085,['experimental'],0,0,0,0
3293,Hydroxyprogesterone caproate,DB06789,D000077713,"['approved', 'investigational']",1,1,0,0
3294,Hydroxyurea,DB01005,MESH:D006918,['approved'],1,1,0,0
3295,Hydroxyzine,DB00557,MESH:D006919,['approved'],1,1,0,0
3296,Hymenialdisine,DB02950,MESH:C107079,['experimental'],0,0,0,0
3297,Hyoscyamine,DB00424,MESH:D064692,['approved'],1,0,0,0
3298,Hyperforin,DB01892,MESH:C001654,['nutraceutical'],0,1,0,0
3299,Hypericin,DB13014,MESH:C004965,['investigational'],0,1,0,0
3300,Hypothemycin,DB07905,#N/A,['experimental'],0,0,0,0
3301,Hypoxanthine,DB04076,MESH:D019271,['experimental'],0,1,0,0
3302,Hypromellose,DB11075,MESH:D065347,['approved'],1,0,0,0
3303,IC261,DB03083,MESH:C411652,['experimental'],0,0,0,0
3304,ICA-105665,DB06089,#N/A,['investigational'],0,0,0,0
3305,ICI-164384,DB03860,MESH:C051781,['experimental'],0,0,0,0
3306,IDD552,DB02834,MESH:C496362,['experimental'],0,0,0,0
3307,IDD594,DB08084,MESH:C487992,['experimental'],0,0,0,0
3308,IGN311,DB04988,#N/A,['investigational'],0,0,0,0
3309,IMC-1C11,DB06101,#N/A,['investigational'],0,0,0,0
3310,IMIDAZOPYRIDAZIN 1,DB04715,#N/A,['experimental'],0,0,0,0
3311,INCB-9471,DB12960,C560623,['investigational'],0,0,0,0
3312,INCB13739,DB05064,MESH:C552933,['investigational'],0,0,0,0
3313,INCB3284,DB05130,MESH:C000595924,['investigational'],0,0,0,0
3314,INCB7839,DB05033,#N/A,['investigational'],0,0,0,0
3315,ING-1,DB05831,#N/A,['investigational'],0,0,0,0
3316,INS 316,DB05390,#N/A,['investigational'],0,0,0,0
3317,IRL-1620,DB06138,MESH:C074308,['investigational'],0,0,0,0
3318,ISIS 113715,DB05506,#N/A,['investigational'],0,0,0,0
3319,ISO24,DB03628,#N/A,['experimental'],0,0,0,0
3320,ISOPENTENYL PYROPHOSPHATE,DB04714,MESH:C004809,['experimental'],0,1,0,0
3321,ISOQUINOLINE-5-SULFONIC ACID (2-(2-(4-CHLOROBENZYLOXY)ETHYLAMINO)ETHYL)AMIDE,DB07947,#N/A,['experimental'],0,0,0,0
3322,ISOTHIAZOLIDINONE ANALOG,DB08003,#N/A,['experimental'],0,0,0,0
3323,ISS-1018,DB05463,#N/A,['investigational'],0,0,0,0
3324,Ibalizumab,DB12698,#N/A,"['approved', 'investigational']",1,0,0,0
3325,Ibandronate,DB00710,MESH:D000077557,"['approved', 'investigational']",1,1,0,0
3326,Ibritumomab tiuxetan,DB00078,#N/A,"['approved', 'investigational']",1,0,0,0
3327,Ibrutinib,DB09053,MESH:C551803,['approved'],1,1,0,0
3328,Ibudilast,DB05266,MESH:C038366,['investigational'],0,1,0,0
3329,Ibuprofen,DB01050,MESH:D007052,['approved'],1,1,0,0
3330,Ibutilide,DB00308,MESH:C067192,['approved'],1,0,0,0
3331,Icatibant,DB06196,MESH:C065679,"['approved', 'investigational']",1,1,0,0
3332,Iclaprim,DB06358,MESH:C486448,['investigational'],0,0,0,0
3333,Icosapent,DB00159,#N/A,"['approved', 'nutraceutical']",1,0,0,0
3334,Icotinib,DB11737,MESH:C531470,"['experimental', 'investigational']",0,0,0,0
3335,Idarubicin,DB01177,MESH:D015255,['approved'],1,1,0,0
3336,Idecabtagene vicleucel,DB16665,#N/A,['approved'],1,0,0,0
3337,Idelalisib,DB09054,MESH:C552946,['approved'],1,1,0,0
3338,Idraparinux,DB06406,MESH:C479958,['investigational'],0,0,0,0
3339,Idronoxil,DB04915,#N/A,['investigational'],0,0,0,0
3340,Idursulfase,DB01271,#N/A,['approved'],1,0,0,0
3341,Ifenprodil,DB08954,MESH:C010739,"['investigational', 'withdrawn']",0,0,0,0
3342,Ifosfamide,DB01181,MESH:D007069,['approved'],1,1,0,0
3343,Ilomastat,DB02255,MESH:C119203,['experimental'],0,0,0,0
3344,Iloperidone,DB04946,MESH:C081732,['approved'],1,0,0,0
3345,Iloprost,DB01088,MESH:D016285,"['approved', 'investigational']",1,1,0,0
3346,Imatinib,DB00619,MESH:D000068877,['approved'],1,1,0,0
3347,Imexon,DB05003,C014919,['investigational'],0,0,0,0
3348,Imidacloprid,DB11421,MESH:C082359,['vet_approved'],1,1,0,0
3349,Imidafenacin,DB09262,MESH:C120953,['investigational'],0,0,0,0
3350,Imidazole,DB03366,MESH:C029899,"['experimental', 'investigational']",0,1,0,0
3351,Imino-Tryptophan,DB02988,#N/A,['experimental'],0,0,0,0
3352,"Imino[2-(2-oxo-1,2-dihydro-3-pyridinyl)-1H-benzimidazol-5-yl]methanaminium",DB04442,#N/A,['experimental'],0,0,0,0
3353,Imipramine,DB00458,MESH:D007099,['approved'],1,1,0,0
3354,Imiquimod,DB00724,MESH:D000077271,"['approved', 'investigational']",1,1,0,0
3355,Immucillin-G,DB02230,MESH:C113100,['experimental'],0,0,0,0
3356,Implitapide,DB04852,MESH:C443181,['investigational'],0,0,0,0
3357,Incadronic acid,DB06255,#N/A,['experimental'],0,0,0,0
3358,Inclisiran,DB14901,#N/A,"['approved', 'investigational']",1,0,0,0
3359,Indacaterol,DB05039,MESH:C510790,['approved'],1,0,0,0
3360,Indapamide,DB00808,MESH:D007190,['approved'],1,0,0,0
3361,Indecainide,DB00192,MESH:C042398,['approved'],1,0,0,0
3362,Indeglitazar,DB07724,#N/A,['experimental'],0,0,0,0
3363,Indigo,DB16862,#N/A,"['experimental', 'investigational']",0,0,0,0
3364,Indigotindisulfonic acid,DB11577,MESH:D007203,"['approved', 'investigational']",1,1,0,0
3365,Indirubin,DB12379,MESH:C027185,['investigational'],0,1,0,0
3366,Indirubin-3'-monoxime,DB02052,MESH:C474021,['experimental'],0,1,0,0
3367,Indirubin-5-sulphonate,DB02519,#N/A,['experimental'],0,0,0,0
3368,Indoleacetic acid,DB07950,MESH:C030737,['experimental'],0,1,0,0
3369,Indolepropionic acid,DB02758,MESH:C015292,['experimental'],0,0,0,0
3370,Indomethacin,DB00328,MESH:D007213,"['approved', 'investigational']",1,1,0,0
3371,Indoprofen,DB08951,MESH:D007216,['withdrawn'],0,1,0,0
3372,Indoramin,DB08950,MESH:D007217,"['approved', 'withdrawn']",1,0,0,0
3373,Inebilizumab,DB12530,#N/A,"['approved', 'investigational']",1,0,0,0
3374,Inecalcitol,DB04796,MESH:C409043,['investigational'],0,0,0,0
3375,Infigratinib,DB11886,#N/A,"['approved', 'investigational']",1,0,0,0
3376,Infliximab,DB00065,#N/A,['approved'],1,0,0,0
3377,Ingenol mebutate,DB05013,C486592,['approved'],1,0,0,0
3378,Inhibitor Idd 384,DB01689,#N/A,['experimental'],0,0,0,0
3379,Inhibitor of P38 Kinase,DB01953,#N/A,['experimental'],0,0,0,0
3380,Iniparib,DB13877,MESH:C090712,['investigational'],0,0,0,0
3381,Inolimomab,DB15628,#N/A,['investigational'],0,0,0,0
3382,Inosine,DB04335,MESH:D007288,"['experimental', 'investigational']",0,1,0,0
3383,Inosinic Acid,DB04566,MESH:D007291,['experimental'],0,1,0,0
3384,"Inositol 1,3,4,5-Tetrakisphosphate",DB01863,MESH:C081655,['experimental'],0,0,0,0
